STATION,STATION_NAME,DATE,PRCP,SNOW,TSUN,TMAX,TMIN,AWND
GHCND:USC00190860,BROCKTON MA US,20150428,0.09,0.0,-9999,66,42,-9999
GHCND:USC00190860,BROCKTON MA US,20150429,0.00,0.0,-9999,61,49,-9999
GHCND:USC00190860,BROCKTON MA US,20150430,0.00,0.0,-9999,63,46,-9999
GHCND:USC00190860,BROCKTON MA US,20150501,0.00,0.0,-9999,57,39,-9999
GHCND:USC00190860,BROCKTON MA US,20150502,0.00,0.0,-9999,67,39,-9999
GHCND:USC00190860,BROCKTON MA US,20150503,0.00,0.0,-9999,73,42,-9999
GHCND:USC00190860,BROCKTON MA US,20150504,0.00,0.0,-9999,82,49,-9999
GHCND:USC00190860,BROCKTON MA US,20150505,0.00,0.0,-9999,79,58,-9999
GHCND:USC00190860,BROCKTON MA US,20150506,0.01,0.0,-9999,75,51,-9999
GHCND:USC00190860,BROCKTON MA US,20150507,0.00,0.0,-9999,84,42,-9999
GHCND:USC00190860,BROCKTON MA US,20150508,0.00,0.0,-9999,78,47,-9999
GHCND:USC00190860,BROCKTON MA US,20150509,0.00,0.0,-9999,77,47,-9999
GHCND:USC00190860,BROCKTON MA US,20150510,0.00,0.0,-9999,88,61,-9999
GHCND:USC00190860,BROCKTON MA US,20150511,0.00,0.0,-9999,84,52,-9999
GHCND:USC00190860,BROCKTON MA US,20150512,0.17,0.0,-9999,85,51,-9999
GHCND:USC00190860,BROCKTON MA US,20150513,0.00,0.0,-9999,70,47,-9999
GHCND:USC00190860,BROCKTON MA US,20150514,0.00,0.0,-9999,73,42,-9999
GHCND:USC00190860,BROCKTON MA US,20150515,0.02,0.0,-9999,75,39,-9999
GHCND:USC00190860,BROCKTON MA US,20150516,0.00,0.0,-9999,70,54,-9999
GHCND:USC00190860,BROCKTON MA US,20150517,0.00,0.0,-9999,83,55,-9999
GHCND:USC00190860,BROCKTON MA US,20150518,0.00,0.0,-9999,69,50,-9999
GHCND:USC00190860,BROCKTON MA US,20150519,0.38,0.0,-9999,64,52,-9999
GHCND:USC00190860,BROCKTON MA US,20150520,0.00,0.0,-9999,67,47,-9999
GHCND:USC00190860,BROCKTON MA US,20150521,0.17,0.0,-9999,67,41,-9999
GHCND:USC00190860,BROCKTON MA US,20150522,0.00,0.0,-9999,74,51,-9999
GHCND:USC00190860,BROCKTON MA US,20150523,0.00,0.0,-9999,65,44,-9999
GHCND:USC00190860,BROCKTON MA US,20150524,0.00,0.0,-9999,82,47,-9999
GHCND:USC00190860,BROCKTON MA US,20150525,0.00,0.0,-9999,81,52,-9999
GHCND:USC00190860,BROCKTON MA US,20150526,0.00,0.0,-9999,83,62,-9999
GHCND:USC00190860,BROCKTON MA US,20150527,0.00,0.0,-9999,78,63,-9999
GHCND:USC00190860,BROCKTON MA US,20150528,0.00,0.0,-9999,82,63,-9999
GHCND:USC00190860,BROCKTON MA US,20150529,0.00,0.0,-9999,83,55,-9999
GHCND:USC00190860,BROCKTON MA US,20150530,0.00,0.0,-9999,84,57,-9999
GHCND:USC00190860,BROCKTON MA US,20150531,1.02,0.0,-9999,80,49,-9999
GHCND:USC00190860,BROCKTON MA US,20150601,0.27,0.0,-9999,52,48,-9999
GHCND:USC00190860,BROCKTON MA US,20150602,1.23,0.0,-9999,51,47,-9999
GHCND:USC00190860,BROCKTON MA US,20150603,0.00,0.0,-9999,61,45,-9999
GHCND:USC00190860,BROCKTON MA US,20150604,0.00,0.0,-9999,65,43,-9999
GHCND:USC00190860,BROCKTON MA US,20150605,0.00,0.0,-9999,72,48,-9999
GHCND:USC00190860,BROCKTON MA US,20150606,0.00,0.0,-9999,71,52,-9999
GHCND:USC00190860,BROCKTON MA US,20150607,0.00,0.0,-9999,75,46,-9999
GHCND:USC00190860,BROCKTON MA US,20150608,0.00,0.0,-9999,74,50,-9999
GHCND:USC00190860,BROCKTON MA US,20150609,0.00,0.0,-9999,74,50,-9999
GHCND:USC00190860,BROCKTON MA US,20150610,0.00,0.0,-9999,83,59,-9999
GHCND:USC00190860,BROCKTON MA US,20150611,0.00,0.0,-9999,88,64,-9999
GHCND:USC00190860,BROCKTON MA US,20150612,0.00,0.0,-9999,89,64,-9999
GHCND:USC00190860,BROCKTON MA US,20150613,0.00,0.0,-9999,84,62,-9999
GHCND:USC00190860,BROCKTON MA US,20150614,0.00,0.0,-9999,80,58,-9999
GHCND:USC00190860,BROCKTON MA US,20150615,0.66,0.0,-9999,64,55,-9999
GHCND:USC00190860,BROCKTON MA US,20150616,0.02,0.0,-9999,77,58,-9999
GHCND:USC00190860,BROCKTON MA US,20150617,0.00,0.0,-9999,72,55,-9999
GHCND:USC00190860,BROCKTON MA US,20150618,0.00,0.0,-9999,77,49,-9999
GHCND:USC00190860,BROCKTON MA US,20150619,0.00,0.0,-9999,87,61,-9999
GHCND:USC00190860,BROCKTON MA US,20150620,0.01,0.0,-9999,77,56,-9999
GHCND:USC00190860,BROCKTON MA US,20150621,1.30,0.0,-9999,80,64,-9999
GHCND:USC00190860,BROCKTON MA US,20150622,0.00,0.0,-9999,86,64,-9999
GHCND:USC00190860,BROCKTON MA US,20150623,0.70,0.0,-9999,83,61,-9999
GHCND:USC00190860,BROCKTON MA US,20150624,0.00,0.0,-9999,84,61,-9999
GHCND:USC00190860,BROCKTON MA US,20150625,0.00,0.0,-9999,82,58,-9999
GHCND:USC00190860,BROCKTON MA US,20150626,0.00,0.0,-9999,75,55,-9999
GHCND:USC00190860,BROCKTON MA US,20150627,0.13,0.0,-9999,75,50,-9999
GHCND:USC00190860,BROCKTON MA US,20150628,1.25,0.0,-9999,63,54,-9999
GHCND:USC00190860,BROCKTON MA US,20150629,0.00,0.0,-9999,74,53,-9999
GHCND:USC00190860,BROCKTON MA US,20150630,0.00,0.0,-9999,83,58,-9999
GHCND:USC00190860,BROCKTON MA US,20150701,0.55,0.0,-9999,83,64,-9999
GHCND:USC00190860,BROCKTON MA US,20150702,0.00,0.0,-9999,81,63,-9999
GHCND:USC00190860,BROCKTON MA US,20150703,0.00,0.0,-9999,81,59,-9999
GHCND:USC00190860,BROCKTON MA US,20150704,0.00,0.0,-9999,76,57,-9999
GHCND:USC00190860,BROCKTON MA US,20150705,0.00,0.0,-9999,86,54,-9999
GHCND:USC00190860,BROCKTON MA US,20150706,0.00,0.0,-9999,88,61,-9999
GHCND:USC00190860,BROCKTON MA US,20150707,0.14,0.0,-9999,85,63,-9999
GHCND:USC00190860,BROCKTON MA US,20150708,0.74,0.0,-9999,88,67,-9999
GHCND:USC00190860,BROCKTON MA US,20150709,0.02,0.0,-9999,77,64,-9999
GHCND:USC00190860,BROCKTON MA US,20150710,0.40,0.0,-9999,83,61,-9999
GHCND:USC00190860,BROCKTON MA US,20150711,0.02,0.0,-9999,88,60,-9999
GHCND:USC00190860,BROCKTON MA US,20150712,0.00,0.0,-9999,90,63,-9999
GHCND:USC00190860,BROCKTON MA US,20150713,0.00,0.0,-9999,86,66,-9999
GHCND:USC00190860,BROCKTON MA US,20150714,0.13,0.0,-9999,84,63,-9999
GHCND:USC00190860,BROCKTON MA US,20150715,0.14,0.0,-9999,87,68,-9999
GHCND:USC00190860,BROCKTON MA US,20150716,0.00,0.0,-9999,76,56,-9999
GHCND:USC00190860,BROCKTON MA US,20150717,0.00,0.0,-9999,81,53,-9999
GHCND:USC00190860,BROCKTON MA US,20150718,0.13,0.0,-9999,79,66,-9999
GHCND:USC00190860,BROCKTON MA US,20150719,0.00,0.0,-9999,92,71,-9999
GHCND:USC00190860,BROCKTON MA US,20150720,0.00,0.0,-9999,93,74,-9999
GHCND:USC00190860,BROCKTON MA US,20150721,0.00,0.0,-9999,90,69,-9999
GHCND:USC00190860,BROCKTON MA US,20150722,0.00,0.0,-9999,84,68,-9999
GHCND:USC00190860,BROCKTON MA US,20150723,0.00,0.0,-9999,83,59,-9999
GHCND:USC00190860,BROCKTON MA US,20150724,0.00,0.0,-9999,82,59,-9999
GHCND:USC00190860,BROCKTON MA US,20150725,0.00,0.0,-9999,73,59,-9999
GHCND:USC00190860,BROCKTON MA US,20150726,0.00,0.0,-9999,80,58,-9999
GHCND:USC00190860,BROCKTON MA US,20150727,0.00,0.0,-9999,83,70,-9999
GHCND:USC00190860,BROCKTON MA US,20150728,0.00,0.0,-9999,90,70,-9999
GHCND:USC00190860,BROCKTON MA US,20150729,0.00,0.0,-9999,94,65,-9999
GHCND:USC00190860,BROCKTON MA US,20150730,0.04,0.0,-9999,89,70,-9999
GHCND:USC00190860,BROCKTON MA US,20150731,0.00,0.0,-9999,89,64,-9999
GHCND:USC00190860,BROCKTON MA US,20150801,0.04,0.0,-9999,91,60,-9999
GHCND:USC00190860,BROCKTON MA US,20150802,0.00,0.0,-9999,87,59,-9999
GHCND:USC00190860,BROCKTON MA US,20150803,0.00,0.0,-9999,89,64,-9999
GHCND:USC00190860,BROCKTON MA US,20150804,0.40,0.0,-9999,88,67,-9999
GHCND:USC00190860,BROCKTON MA US,20150805,0.00,0.0,-9999,85,61,-9999
GHCND:USC00190860,BROCKTON MA US,20150806,0.00,0.0,-9999,81,58,-9999
GHCND:USC00190860,BROCKTON MA US,20150807,0.00,0.0,-9999,81,58,-9999
GHCND:USC00190860,BROCKTON MA US,20150808,0.00,0.0,-9999,82,59,-9999
GHCND:USC00190860,BROCKTON MA US,20150809,0.00,0.0,-9999,74,58,-9999
GHCND:USC00190860,BROCKTON MA US,20150810,0.00,0.0,-9999,83,54,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120810,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120811,2.71,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120812,0.26,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120813,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120814,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120815,0.41,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120816,0.12,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120817,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120818,0.07,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120819,0.10,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120820,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120821,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120822,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120823,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120824,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120825,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120826,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120827,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120828,0.31,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120829,1.25,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120830,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120831,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120901,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120902,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120903,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120904,0.03,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120905,0.56,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120906,0.07,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120907,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120908,0.00,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120909,0.30,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120910,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120911,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120912,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120913,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120914,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120915,0.06,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120916,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120917,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120918,0.00,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120919,1.29,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120920,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120921,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120922,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120923,0.03,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120924,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120925,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120926,0.00,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120927,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120928,0.03,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120929,0.98,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20120930,0.07,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121001,0.25,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121002,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121003,0.47,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121004,0.06,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121005,0.04,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121006,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121007,0.80,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121008,0.25,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121009,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121010,0.02,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121011,0.37,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121012,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121013,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121014,0.15,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121015,0.01,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121016,0.26,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121017,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121018,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121019,0.00,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121020,0.42,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121021,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121022,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121023,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121024,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121025,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121026,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121027,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121028,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121029,0.32,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121030,1.61,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121031,0.44,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121101,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121102,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121103,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121104,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121105,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121106,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121107,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121108,1.42,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121109,0.11,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121110,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121111,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121112,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121113,0.00,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121114,0.44,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121115,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121116,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121117,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121118,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121119,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121120,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121121,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121122,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121123,0.00,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121124,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121125,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121126,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121127,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121128,0.20,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121129,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121130,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121201,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121202,0.12,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121203,0.00,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121204,0.00,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121205,0.03,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121206,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121207,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121208,0.35,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121209,0.18,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121210,0.48,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121211,0.22,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121212,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121213,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121214,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121215,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121216,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121217,0.62,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121218,0.83,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121219,0.09,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121220,0.00,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121221,0.15,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121222,0.41,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121223,0.00,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121224,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121225,0.07,0.3,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121226,0.00,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121227,1.31,-9999,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121228,0.71,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121229,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121230,0.86,3.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20121231,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130101,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130102,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130103,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130104,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130105,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130106,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130107,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130108,0.00,0.0,-9999,-9999,-9999,-9999
GHCND:US1MANF0005,WEYMOUTH 0.5 NW MA US,20130109,0.00,0.0,-9999,-9999,-9999,-9999
